task_id,oracle_utility,best_qsar_utility,best_final_llm_utility,best_raw_llm_utility,similarity_utility,rules_utility,oracle_minus_best_qsar,best_qsar_minus_best_final_llm,best_qsar_minus_best_raw_llm,best_final_llm_minus_similarity,best_qsar_minus_similarity
CARA_LO_CHEMBL3707962_IC50_0043,86.0,82.94,,,74.9,80.91,3.0600000000000023,,,,8.039999999999992
CARA_LO_CHEMBL3734174_IC50_0044,86.5,79.81,,,78.79,77.14,6.689999999999998,,,,1.019999999999996
CARA_LO_CHEMBL3734552_EC50_0045,94.77000000000001,85.53000000000002,,,82.995,71.82000000000001,9.239999999999995,,,,2.535000000000011
CARA_LO_CHEMBL3883076_IC50_0046,65.04,57.72,,,59.91999999999999,52.63,7.320000000000007,,,,-2.1999999999999886
CARA_LO_CHEMBL3887029_Ki_0047,82.6,76.09,,,77.135,71.38,6.509999999999991,,,,-1.0450000000000017
CARA_LO_CHEMBL3887030_Ki_0048,65.26,62.69,,,61.86,54.65,2.5700000000000074,,,,0.8299999999999983
CARA_LO_CHEMBL3887063_IC50_0049,88.62,83.99,,,74.45,57.74,4.63000000000001,,,,9.539999999999992
CARA_LO_CHEMBL3887074_IC50_0050,90.91999999999999,87.0,,,81.32,69.24,3.9199999999999875,,,,5.680000000000007
CARA_LO_CHEMBL3887224_IC50_0051,55.910000000000004,55.64,,,55.83,54.739999999999995,0.2700000000000031,,,,-0.18999999999999773
CARA_LO_CHEMBL3887259_EC50_0052,72.4,66.16000000000001,,,64.08,59.660000000000004,6.239999999999995,,,,2.0800000000000125
CARA_LO_CHEMBL3887288_IC50_0053,90.0,88.14,,,87.14,82.58,1.8599999999999994,,,,1.0
CARA_LO_CHEMBL3887334_IC50_0054,81.57,74.61,,,74.84,54.96999999999999,6.959999999999994,,,,-0.23000000000000398
CARA_LO_CHEMBL3887429_IC50_0055,84.21,77.91999999999999,,,75.55,75.58,6.290000000000006,,,,2.3699999999999903
CARA_LO_CHEMBL3887731_Ki_0056,93.75,90.53999999999999,,,88.59999999999998,87.6,3.210000000000008,,,,1.940000000000012
CARA_LO_CHEMBL3887866_IC50_0057,78.16999999999999,69.19,,,65.65,66.09,8.97999999999999,,,,3.539999999999992
CARA_LO_CHEMBL3887887_IC50_0058,78.94,70.63,,,67.39,62.73,8.310000000000002,,,,3.239999999999995
CARA_LO_CHEMBL3888033_IC50_0059,93.69999999999999,89.60000000000001,,,86.98,70.66,4.09999999999998,,,,2.6200000000000045
CARA_LO_CHEMBL3888094_IC50_0060,77.9,75.44000000000001,,,68.69,59.64,2.4599999999999937,,,,6.750000000000014
CARA_LO_CHEMBL3888209_IC50_0061,74.86000000000001,69.83,,,66.17,59.54,5.030000000000015,,,,3.6599999999999966
CARA_LO_CHEMBL3888296_IC50_0062,95.39500000000001,92.88,,,90.30000000000001,89.2,2.515000000000015,,,,2.579999999999984
CARA_LO_CHEMBL3888825_IC50_0063,89.42999999999999,85.6,,,74.66000000000001,76.78500000000001,3.8299999999999983,,,,10.939999999999984
CARA_LO_CHEMBL3888867_IC50_0064,67.75,62.260000000000005,,,62.949999999999996,54.92999999999999,5.489999999999995,,,,-0.6899999999999906
CARA_LO_CHEMBL3888870_IC50_0065,86.94,85.44,,,83.97,77.67999999999999,1.5,,,,1.4699999999999989
CARA_LO_CHEMBL3889097_IC50_0066,82.34,75.35,,,76.76999999999998,74.9,6.990000000000009,,,,-1.4199999999999875
CARA_LO_CHEMBL3889159_IC50_0067,93.60999999999999,85.55,,,86.53,89.00000000000001,8.059999999999988,,,,-0.980000000000004
CARA_LO_CHEMBL3889186_IC50_0068,94.03,86.08999999999999,,,88.41000000000001,80.25999999999999,7.940000000000012,,,,-2.3200000000000216
CARA_LO_CHEMBL3889262_IC50_0069,88.25000000000001,85.82,,,85.95,81.13,2.430000000000021,,,,-0.13000000000000966
CARA_LO_CHEMBL4388634_IC50_0070,41.56000000000001,41.5,,,41.16,40.86999999999999,0.06000000000000938,,,,0.3400000000000034
CARA_LO_CHEMBL4404752_IC50_0071,80.91,74.71,,,75.21,65.36,6.200000000000003,,,,-0.5
CARA_LO_CHEMBL4418470_EC50_0072,73.49999999999999,70.9,,,71.1,62.3,2.59999999999998,,,,-0.19999999999998863
CARA_LO_CHEMBL4476912_IC50_0073,61.230000000000004,54.43,,,54.370000000000005,49.55,6.800000000000004,,,,0.05999999999999517
CARA_LO_CHEMBL4476963_IC50_0074,53.53999999999999,51.95,,,51.86,49.730000000000004,1.5899999999999892,,,,0.09000000000000341
CARA_LO_CHEMBL4477153_IC50_0075,82.44999999999997,80.65999999999998,,,78.91999999999999,63.760000000000005,1.789999999999992,,,,1.7399999999999949
CARA_LO_CHEMBL4712750_IC50_0076,65.39999999999999,63.61,,,63.199999999999996,57.8,1.789999999999992,,,,0.4100000000000037
CARA_LO_CHEMBL4739819_EC50_0077,80.19,75.64999999999999,,,73.41999999999999,61.18,4.540000000000006,,,,2.230000000000004
CARA_LO_CHEMBL641707_IC50_0078,54.18,54.00999999999999,,,52.739999999999995,52.69,0.1700000000000088,,,,1.269999999999996
CARA_LO_CHEMBL648337_IC50_0079,89.49000000000001,81.62,,,70.74000000000001,72.86000000000001,7.8700000000000045,,,,10.879999999999995
CARA_LO_CHEMBL652259_IC50_0080,76.48,74.91000000000001,,,73.41,60.63999999999999,1.5699999999999932,,,,1.5000000000000142
CARA_LO_CHEMBL656248_IC50_0081,84.92,80.56,,,80.44999999999999,65.09,4.359999999999999,,,,0.11000000000001364
CARA_LO_CHEMBL658042_Ki_0082,84.41,83.98999999999998,,,77.56,78.3,0.4200000000000159,,,,6.429999999999978
CARA_LO_CHEMBL658217_Ki_0083,78.45,77.03999999999999,,,69.61,73.64,1.4100000000000108,,,,7.429999999999993
CARA_LO_CHEMBL663407_Ki_0084,76.82000000000001,71.52,,,66.27,51.47,5.300000000000011,,,,5.25
CARA_LO_CHEMBL664960_Ki_0085,83.66999999999999,77.9,,,74.06,73.22,5.769999999999982,,,,3.8400000000000034
CARA_LO_CHEMBL819742_Ki_0086,72.58,66.37,,,67.64999999999999,63.31,6.209999999999994,,,,-1.279999999999987
CARA_LO_CHEMBL829091_IC50_0087,86.57,80.07,,,79.82000000000001,75.41000000000001,6.5,,,,0.2499999999999858
CARA_LO_CHEMBL830957_IC50_0088,79.79,75.595,,,74.55,67.86,4.195000000000007,,,,1.0450000000000017
CARA_LO_CHEMBL856174_IC50_0089,94.50000000000001,80.8,,,73.39999999999999,82.0,13.700000000000017,,,,7.400000000000006
CARA_LO_CHEMBL863649_EC50_0090,80.28999999999999,75.25,,,78.88000000000001,76.76,5.039999999999992,,,,-3.6300000000000097
CARA_LO_CHEMBL879102_Ki_0091,71.07000000000001,70.34,,,67.39999999999999,67.49000000000001,0.730000000000004,,,,2.940000000000012
